2016 san antonion tower run
2016-2-6

150
377,Laura LOZANO,,F,00:28:53,00:09:56,12:26 min/m,00:18:56,32.96 stair/min
369,Noemi LONGORIA,,F,00:27:54,00:10:03,12:34 min/m,00:17:51,34.12 stair/min
374,Janna JONES,,F,00:28:12,00:10:06,12:38 min/m,00:18:06,33.76 stair/min
412,Nadine YBARRA,,F,00:32:59,00:10:11,12:44 min/m,00:22:47,28.86 stair/min
334,Margaret HERNANDEZ,,F,00:25:44,00:10:12,12:45 min/m,00:15:32,36.99 stair/min
402,Michelle ANDREASEN,,F,00:31:26,00:10:14,12:48 min/m,00:21:11,30.29 stair/min
405,Tracy DE LEON,,F,00:31:41,00:10:15,12:49 min/m,00:21:25,30.05 stair/min
398,Taja JONES,,F,00:30:58,00:10:19,12:54 min/m,00:20:38,30.74 stair/min
399,Deirdre RAMIREZ,,F,00:31:00,00:10:21,12:56 min/m,00:20:38,30.71 stair/min
400,Erica SALAZAR,,F,00:31:00,00:10:21,12:56 min/m,00:20:39,30.71 stair/min
408,Sarah STAFFORD,,F,00:32:31,00:10:21,12:57 min/m,00:22:09,29.28 stair/min
415,Aimee HALLGREN,,F,00:33:34,00:10:24,13:00 min/m,00:23:10,28.36 stair/min
420,Laura SCHMIT,,F,00:35:00,00:10:25,13:01 min/m,00:24:35,27.20 stair/min
336,Sylvia MARTINEZ,,F,00:25:51,00:10:27,13:04 min/m,00:15:23,36.83 stair/min
270,Maureen CASPERS,,F,00:23:01,00:10:30,13:07 min/m,00:12:31,41.36 stair/min
445,Amy ECHEVERRI,,F,00:46:53,00:10:30,13:08 min/m,00:36:22,20.31 stair/min
428,Gloria ROMERO,,F,00:38:36,00:10:31,13:09 min/m,00:28:05,24.66 stair/min
426,Corina HARRINGTON,,F,00:38:26,00:10:32,13:10 min/m,00:27:53,24.77 stair/min
410,Rebekah MARTINEZ,,F,00:32:51,00:10:34,13:12 min/m,00:22:17,28.98 stair/min
381,Monica CONTRERAS,,F,00:29:30,00:10:35,13:13 min/m,00:18:55,32.27 stair/min
432,Stephanie BAYER,,F,00:41:02,00:10:47,13:29 min/m,00:30:15,23.20 stair/min
427,Tasha NUNCIO,,F,00:38:28,00:11:00,13:45 min/m,00:27:27,24.75 stair/min
434,Sherri ALLGOOD,,F,00:41:19,00:11:10,13:58 min/m,00:30:08,23.04 stair/min
363,Cynthia MUNOZ,,F,00:27:42,00:11:10,13:58 min/m,00:16:31,34.37 stair/min
433,Brooklyn ALLGOOD,,F,00:41:16,00:11:11,13:59 min/m,00:30:04,23.07 stair/min
440,Jennifer PINCKLEY,,F,00:41:48,00:11:14,14:03 min/m,00:30:33,22.78 stair/min
419,Marla GREENE,,F,00:34:24,00:11:50,14:47 min/m,00:22:34,27.67 stair/min
453,Elysia VASQUEZ,,F,00:57:43,00:11:51,14:49 min/m,00:45:51,16.49 stair/min
429,Sandra ESPINOZA,,F,00:39:02,00:11:56,14:55 min/m,00:27:06,24.39 stair/min
435,Jessica KELSEY,,F,00:41:36,00:12:11,15:14 min/m,00:29:24,22.88 stair/min
436,Gabrielle ESCAMILLA,,F,00:41:37,00:12:11,15:14 min/m,00:29:25,22.88 stair/min
441,Gema MALDONADO,,F,00:42:35,00:12:21,15:27 min/m,00:30:14,22.36 stair/min
438,Magdalena ALANIZ,,F,00:41:37,00:12:34,15:42 min/m,00:29:03,22.88 stair/min
